pTHUMB_BONE3_X,pTHUMB_BONE3_Y,pTHUMB_BONE3_Z,pINDEX_BONE3_X,pINDEX_BONE3_Y,pINDEX_BONE3_Z,pMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,pRING_BONE3_X,pRING_BONE3_Y,pRING_BONE3_Z,pPINKY_BONE3_X,pPINKY_BONE3_Y,pPINKY_BONE3_Z,THUMB_INDEX_ANGLE,INDEX_MIDDLE_ANGLE,MIDDLE_RING_ANGLE,RING_PINKY_ANGLE,target
-0.7295098,-0.02379767,-0.1717025,-0.3807983,0.7503002,0.197404,-0.1537954,0.8011798,0.386167,0.2896381,0.4625777,0.5508315,0.06279982,0.7186543,0.4652825,0.3488188,0.9434143,0.7698008,0.9117696,FIVE
-0.7294829,-0.03220448,-0.1400383,-0.3821519,0.7586236,0.1606274,-0.1539572,0.8231753,0.3382324,0.2959372,0.4969893,0.5157824,0.06293847,0.747198,0.4169336,0.3607116,0.9447435,0.7686296,0.9099284,FIVE
-0.7311143,-0.0419708,-0.1122026,-0.3825893,0.7591056,0.1544339,-0.1556287,0.8284777,0.3243517,0.2986847,0.5100662,0.5003818,0.06109136,0.7565274,0.3991036,0.360148,0.9463991,0.7696959,0.9092399,FIVE
-0.7322565,-0.05319664,-0.09443165,-0.3866665,0.7601149,0.1406852,-0.1571607,0.8357731,0.3051222,0.3003057,0.5252779,0.4828577,0.0587934,0.7666598,0.3794297,0.3585718,0.9462803,0.7708569,0.9093419,FIVE
-0.7296795,-0.05073308,-0.1408732,-0.3864614,0.7661473,0.09660847,-0.1629951,0.848277,0.2629108,0.2942996,0.5489032,0.460839,0.05388051,0.7834407,0.3443861,0.35682,0.9469105,0.7702144,0.9100418,FIVE
-0.7266816,-0.04485523,-0.191615,-0.3767793,0.770462,0.08912798,-0.1592887,0.8487533,0.260544,0.2939247,0.5454285,0.4663019,0.05687952,0.7819902,0.3468482,0.3422231,0.9477779,0.7685927,0.9099669,FIVE
-0.7186166,-0.03446046,-0.2409132,-0.3669794,0.7741863,0.09114058,-0.1559757,0.8451615,0.2716523,0.2896592,0.5281232,0.4900112,0.05681036,0.7720573,0.3680032,0.3290231,0.9481296,0.7633919,0.9082748,FIVE
-0.7136272,-0.03675363,-0.2615793,-0.3726515,0.771577,0.09114224,-0.1596107,0.8437932,0.2724667,0.2904383,0.5271741,0.4916726,0.05700814,0.772144,0.368929,0.3259657,0.9472268,0.7604061,0.907666,FIVE
-0.7091005,-0.04773539,-0.2702103,-0.3815694,0.7683193,0.07055033,-0.1685711,0.8488334,0.2475262,0.2853613,0.5479805,0.4705916,0.04770372,0.7835178,0.3436863,0.3282576,0.9473253,0.7631978,0.9086263,FIVE
-0.7026364,-0.05166011,-0.2847187,-0.3883213,0.7633389,0.06983136,-0.1740621,0.8472345,0.2443159,0.2846367,0.5541683,0.4638476,0.03982064,0.7840033,0.3409981,0.3270245,0.9470214,0.7639351,0.908552,FIVE
