THUMB_INDEX_ANGLE,THUMB_DIST,INDEX_MIDDLE_ANGLE,INDEX_DIST,MIDDLE_RING_ANGLE,MIDDLE_DIST,RING_PINKY_ANGLE,RING_DIST,PINKY_DIST,target
0.5753052,0.05594555,0.2782962,0.0602737,0.6438649,0.04987307,0.3593228,0.04028327,0.04389136,CLOSE
0.623097,0.05436609,0.3001024,0.06163001,0.6713986,0.04793613,0.3727384,0.04005207,0.04204059,CLOSE
0.633856,0.05400062,0.3093461,0.06232896,0.688112,0.04726971,0.3807785,0.0401092,0.04153315,CLOSE
0.639266,0.05377807,0.3131084,0.06212113,0.6937174,0.0467814,0.3825466,0.04002336,0.04122274,CLOSE
0.6325723,0.05386976,0.3262547,0.062345,0.6921832,0.04647191,0.3816838,0.03978889,0.04102916,CLOSE
0.5609433,0.05405394,0.3487018,0.06263246,0.6900193,0.04586233,0.3869853,0.03861592,0.04040454,CLOSE
0.5418595,0.0559352,0.2895756,0.05268731,0.6704851,0.04412591,0.3768032,0.03732688,0.04028982,CLOSE
0.4727759,0.05403563,0.3224144,0.04725692,0.7373021,0.04201504,0.3841391,0.03909613,0.03995037,CLOSE
0.8789316,0.06248354,0.278009,0.04732563,0.7203145,0.04440225,0.3938366,0.04297315,0.04091026,CLOSE
0.7583719,0.07347086,0.2098012,0.05167755,0.6600966,0.05155413,0.376547,0.04848113,0.04791495,CLOSE
0.6677173,0.07576824,0.1927669,0.05617832,0.6165188,0.05663815,0.3434739,0.04970763,0.05233293,CLOSE
0.635197,0.07605542,0.1960758,0.05825181,0.607614,0.05817982,0.3371129,0.04913578,0.05310165,CLOSE
